date,open,high,low,close,volume,company,sector
2005-01-03,100.0,100.76364650951848,98.0238112760219,100.09362118404671,4890785,JPM,Finance
2005-01-04,100.53153227895356,102.53091203372564,98.55040227317001,99.65507672587658,3117069,JPM,Finance
2005-01-05,99.90047489296164,100.17994771761943,99.70244124874996,100.35767667542108,8889206,JPM,Finance
2005-01-06,100.58472178778645,101.35859362982224,99.8966868170579,101.15740505578002,2681465,JPM,Finance
2005-01-07,100.8659675430785,102.6167624608111,99.68534619169239,100.78975385915564,4859428,JPM,Finance
2005-01-10,99.94089527395663,101.24072649285328,99.19424361467672,99.81901408659094,8970510,JPM,Finance
2005-01-11,98.98251557281648,100.6043545588312,98.00726619720531,98.48636669208756,2768309,JPM,Finance
2005-01-12,99.83168395454281,101.64728223208859,99.17982724109818,100.12000946940508,2445268,JPM,Finance
2005-01-13,100.14536385014675,101.15999664116013,98.72109720290204,100.90934087812501,6839697,JPM,Finance
2005-01-14,100.4030231060667,100.87251740784079,99.67498861702525,100.71496058779667,6865751,JPM,Finance
2005-01-17,100.46641816858725,101.85383197871214,99.60664533175891,101.0090679466062,5139930,JPM,Finance
2005-01-18,101.06828850164858,102.1952478710673,99.91647302972461,101.74319979099124,6330202,JPM,Finance
2005-01-19,100.55651397544487,102.1018123849583,98.6181114499793,100.00880236197284,1668482,JPM,Finance
2005-01-20,100.42922489675577,101.4526524058813,99.14561595996857,100.23343356498995,6666291,JPM,Finance
2005-01-21,101.17426301605992,102.79648575248244,100.98042071729884,101.0461822464473,9915572,JPM,Finance
2005-01-24,101.21110312920433,103.01513808112952,100.57330188769474,101.32890385896648,7178511,JPM,Finance
2005-01-25,100.46182838438061,101.9609944376854,99.62239929585135,99.56019262705247,3945027,JPM,Finance
2005-01-26,99.77375119425739,101.2610615020426,98.29340355388041,99.95056553630269,9856248,JPM,Finance
2005-01-27,99.81854194660674,100.99292062908872,98.92479084305916,98.9955849133736,8807871,JPM,Finance
2005-01-28,97.23343108680696,98.17671511103903,95.91522264698682,97.84657086936814,5535680,JPM,Finance
2005-01-31,98.98440897322344,100.92958428684321,97.30541946055384,99.91045294867965,2632089,JPM,Finance
2005-02-01,98.81058357592559,100.10080864016017,98.60190840849177,98.39010158771718,5136130,JPM,Finance
2005-02-02,99.29610186764064,100.97681487209137,97.76462270775322,99.30933211726253,4098627,JPM,Finance
2005-02-03,99.93325781457519,100.94407587166233,98.44209821890519,100.57963290458872,2828768,JPM,Finance
2005-02-04,100.18527611680231,101.29499183269076,98.54585135800765,99.81458412889693,2850500,JPM,Finance
2005-02-07,98.81930799790713,100.14508604513145,96.90717505856801,98.13486338460476,1911228,JPM,Finance
2005-02-08,97.75240873506633,99.20951347236701,97.13321278424203,98.23053378247008,8057930,JPM,Finance
2005-02-09,96.26294656167039,97.15965804474365,95.40490557624352,96.65966980398197,3985245,JPM,Finance
2005-02-10,97.35783707141472,98.07046692808146,96.83247307326253,97.49772799275907,2136301,JPM,Finance
2005-02-11,95.81484625580617,96.29368610073287,95.16063500175602,96.70371984667396,4192541,JPM,Finance
2005-02-14,95.15121237528967,95.9985032210001,94.49156045727305,96.06145698222228,8122064,JPM,Finance
2005-02-15,96.45784046904915,96.8803162901637,94.7182904313774,97.18093932981122,2332303,JPM,Finance
2005-02-16,95.3281853278346,96.16170861939163,95.2023886924716,94.9142254986718,8939521,JPM,Finance
2005-02-17,95.47760263287775,97.22692157852877,95.0722054211281,94.9283344943824,4778180,JPM,Finance
2005-02-18,96.23690962750489,98.19104999068252,95.01579319889416,96.90839101609254,7606695,JPM,Finance
2005-02-21,96.17811728908663,97.33232123036971,94.64772772494547,96.48083907178392,5456607,JPM,Finance
2005-02-22,96.33379786060038,96.625808621158,94.93904375263321,96.12604992137577,7083961,JPM,Finance
2005-02-23,96.86680591920452,97.72191708133283,96.77365456784078,96.68631887233903,3090742,JPM,Finance
2005-02-24,98.6529668853614,99.85711990663653,97.74537812277666,99.35963125113842,4569325,JPM,Finance
2005-02-25,97.71868360660818,98.46022711648426,97.349736430293,97.04517813305606,3280921,JPM,Finance
2005-02-28,97.27952152727241,97.68983387472738,95.30323711404209,98.1674683468649,4557328,JPM,Finance
2005-03-01,97.91225805757946,98.36590659887378,95.91447413118277,98.17868864460274,6169926,JPM,Finance
2005-03-02,97.71542516719325,98.6632829452223,97.61362808135804,98.2981406339421,9467567,JPM,Finance
2005-03-03,97.1545373247901,97.58739471653664,95.81908906791769,96.89627043363282,5084687,JPM,Finance
2005-03-04,98.18554246825526,98.68458785193894,96.5594125873062,98.35933518877272,1675592,JPM,Finance
2005-03-07,95.95999596779255,97.70616433379692,95.31043622987086,96.45997695571532,8803048,JPM,Finance
2005-03-08,97.08829889121807,98.64641952835117,95.70102601872726,96.95855883563375,1604754,JPM,Finance
2005-03-09,98.67633416788014,98.78696013375799,98.30099709824914,98.65220685109263,2044429,JPM,Finance
2005-03-10,98.47107652998123,99.11142999009695,98.2151582234356,98.6352361877095,2029387,JPM,Finance
2005-03-11,97.15550582601848,98.21937213023638,95.30490219244871,96.28231980788149,7920127,JPM,Finance
2005-03-14,97.33289010554812,97.45410738459202,96.04781865658373,98.05926314826408,2883720,JPM,Finance
2005-03-15,97.81449867874767,99.18084120460024,96.18060419830272,98.54785455025275,7760404,JPM,Finance
2005-03-16,96.17372444532496,96.94261474141149,95.10829809833803,95.73655979093893,7546028,JPM,Finance
2005-03-17,96.25583216847157,97.05018913009256,95.94638145473156,97.01547724201598,5336772,JPM,Finance
2005-03-18,98.2054801731913,98.73613490640462,97.45216980325183,98.6958697885088,9821907,JPM,Finance
2005-03-21,99.46803417467866,100.13589216228122,97.70472026877944,99.43441699038614,2174924,JPM,Finance
2005-03-22,99.9925137083872,101.71589350274985,99.96130055319222,99.68804175784337,6981007,JPM,Finance
2005-03-23,100.40145465596767,101.97866060675067,99.98709939187744,100.20021249647452,8829124,JPM,Finance
2005-03-24,100.44035437477986,102.31189816718326,99.93378117863159,100.50919220564239,7315837,JPM,Finance
2005-03-25,100.59111906113824,101.98911382360875,100.06512751034202,100.41616046492143,3362525,JPM,Finance
2005-03-28,100.49612733993271,101.65187086528118,100.29895395016675,100.33660398815101,5619526,JPM,Finance
2005-03-29,100.700742032914,101.2192546061391,99.00430264597297,100.10698878016109,6302968,JPM,Finance
2005-03-30,99.06910339421879,100.40281403518374,98.75007555421017,99.48472740453117,5372510,JPM,Finance
2005-03-31,96.90418842112109,98.7165045978765,95.24483964950338,97.12337156702223,3565208,JPM,Finance
2005-04-01,96.15324012784468,96.29157132297355,95.44311657251407,97.13704310188793,1081337,JPM,Finance
2005-04-04,97.18548989756069,98.07163036033653,96.2708537142655,96.46797830596563,6962454,JPM,Finance
2005-04-05,97.77913425709997,98.07785568301118,96.85343257789005,97.00661095457001,2104690,JPM,Finance
2005-04-06,98.62530212851634,100.24653509051694,97.19900448407574,98.65716672678793,9775004,JPM,Finance
2005-04-07,98.72051699269744,99.94871347802803,97.2579173245192,98.02449851971758,3537673,JPM,Finance
2005-04-08,99.93549316401244,101.69479179805047,98.65411710793839,100.1567354661458,2658256,JPM,Finance
2005-04-11,101.26799519685572,101.39419544188904,99.72045822975339,100.66022541419373,4961100,JPM,Finance
2005-04-12,102.46272653357278,104.27418789180098,102.44612017550998,102.42872352931485,3359883,JPM,Finance
2005-04-13,101.78094583131237,101.91533906835193,100.77132496891416,102.0035687309972,4322095,JPM,Finance
2005-04-14,101.83594844870481,102.41116005039372,100.78789776066557,101.75203002677466,8601870,JPM,Finance
2005-04-15,101.3726241937788,101.68495568803881,100.8939445119971,101.01259480297317,4259604,JPM,Finance
2005-04-18,102.8477070266499,103.13847835482517,101.73496521045249,103.41233919187549,8616056,JPM,Finance
2005-04-19,103.9704532863737,104.31379308233171,103.03613854694595,104.67976933502538,5535342,JPM,Finance
2005-04-20,104.42775122955962,105.3881869731007,103.48352661216052,103.98385089805276,2789087,JPM,Finance
2005-04-21,105.11679813618314,106.68552271178005,104.87989707413386,105.74358560552409,6975552,JPM,Finance
2005-04-22,105.4085860596296,107.205140609724,104.53806098302844,105.19185409930623,6990094,JPM,Finance
2005-04-25,104.47565473912326,105.60940945601942,102.94279328201955,104.4509020161083,1190498,JPM,Finance
2005-04-26,105.54782341520622,105.86332652975447,104.72784343276614,105.01132279087489,7095571,JPM,Finance
2005-04-27,107.56550652331765,107.72388786838602,106.590509676224,107.8169540748409,3452371,JPM,Finance
2005-04-28,108.07092224946675,109.05918148862328,106.13588142605651,107.27277568302065,7967086,JPM,Finance
2005-04-29,107.950465737692,109.48122620732603,106.20689716919333,108.13374078963348,3517491,JPM,Finance
2005-05-02,107.22350465609843,108.46382676080634,105.36610434139502,108.20294081976594,5661577,JPM,Finance
2005-05-03,106.9665853690233,108.13214853645931,106.81123226757633,107.47351798346855,8225848,JPM,Finance
2005-05-04,105.69188082110395,105.78819124960462,104.45471946784629,106.4819594383728,6294840,JPM,Finance
2005-05-05,104.77688994672715,105.5999807235888,104.33006619752592,104.70528102711636,6763775,JPM,Finance
2005-05-06,104.60949872260129,105.71026646087607,103.8010114167029,103.89370940320595,8227484,JPM,Finance
