date,open,high,low,close,volume,company,sector
2005-01-03,220.0,221.13427034794785,219.9056271698755,220.33551088137872,9699506,MSFT,Technology
2005-01-04,220.92567220950272,222.5217949401125,220.84121399336277,220.9911267351277,8798123,MSFT,Technology
2005-01-05,221.35913588369624,221.9999897972902,220.0723268250181,220.65433777413506,3816437,MSFT,Technology
2005-01-06,222.02653032175408,223.4434550175528,220.9304380134275,222.44472768174717,5545774,MSFT,Technology
2005-01-07,220.50753515849686,222.48969404348543,220.19685705746144,220.49288306303583,4686035,MSFT,Technology
2005-01-10,219.43014619459794,220.2100639101603,218.33356303120402,219.6987647372434,4070667,MSFT,Technology
2005-01-11,220.53745672853728,222.11955335764688,218.58848204153557,219.6278600564918,4805012,MSFT,Technology
2005-01-12,220.4765871586062,220.96880563287854,219.21478671781296,219.7606567437327,6241020,MSFT,Technology
2005-01-13,220.05251056523923,220.61630398980734,219.1542282531398,220.2312515171032,1956382,MSFT,Technology
2005-01-14,219.7890110923132,221.6587388406803,218.13394611643403,219.7078688984791,1034595,MSFT,Technology
2005-01-17,219.52530578673662,219.577182499234,219.09966081543232,218.97905312464394,4365739,MSFT,Technology
2005-01-18,220.083243568261,220.51809825798264,219.25459070660716,219.56476540932812,3425617,MSFT,Technology
2005-01-19,218.97522717428023,219.94106856990425,217.91969139065853,219.23854379939212,5823749,MSFT,Technology
2005-01-20,219.000004920777,219.8037001641854,217.9909251366755,218.11793897463514,2363808,MSFT,Technology
2005-01-21,219.24612265022742,220.5044621126975,217.40417771180512,219.11463933867458,5765641,MSFT,Technology
2005-01-24,219.64239056679293,220.0278346675137,219.0570543522996,219.68859757624614,5959121,MSFT,Technology
2005-01-25,219.86525456300322,220.0063485717403,219.75224712154397,219.4815397684879,5082674,MSFT,Technology
2005-01-26,220.38116079331724,221.11982758892674,218.54840638428976,221.0222604503019,6232161,MSFT,Technology
2005-01-27,219.8084646422589,220.85717512654728,219.37432932798222,218.9220038073966,9343118,MSFT,Technology
2005-01-28,218.86666190993395,219.99066558410377,218.10860596198054,219.59822748042785,9220290,MSFT,Technology
2005-01-31,221.32366635318448,222.52665340026942,220.26188310414832,221.77019233896002,9229618,MSFT,Technology
2005-02-01,221.02240166861023,222.11972566013333,219.0706407275138,220.9149104264766,2857162,MSFT,Technology
2005-02-02,220.83794719795566,221.32945113989803,219.76741031469845,221.68688197838068,8773869,MSFT,Technology
2005-02-03,221.51578729567353,223.04488676761153,220.62030068257658,221.92026388866296,9253919,MSFT,Technology
2005-02-04,223.11187658786778,223.28743711134658,221.9445996288325,223.97396728718587,8763951,MSFT,Technology
2005-02-07,222.5673484709331,222.96405623003747,220.62573215109882,222.51252802976424,1585129,MSFT,Technology
2005-02-08,221.56853320274357,223.0472892207818,219.93264400523069,221.47447940473432,1401424,MSFT,Technology
2005-02-09,220.32637985195197,220.88583212016246,219.98844357932813,220.38786511484432,9581166,MSFT,Technology
2005-02-10,221.9194860734549,222.9064329566737,220.31296604364647,221.0503394814265,7184874,MSFT,Technology
2005-02-11,220.88137908699386,221.53577456870497,219.19918096738607,221.69836758966713,6292947,MSFT,Technology
2005-02-14,220.8538231504783,221.8677855737103,219.47243494256136,221.18925725376198,4731275,MSFT,Technology
2005-02-15,219.8765383184353,220.56984991833005,218.5620714001008,220.11170967425406,5732756,MSFT,Technology
2005-02-16,218.428182400477,220.4165983802891,217.5464283987814,219.28110947341813,2377947,MSFT,Technology
2005-02-17,218.1358070473833,218.8507622260996,216.8524162731444,219.1230814026001,8166010,MSFT,Technology
2005-02-18,217.19802038104214,218.45211921583743,215.72287043673762,216.52480716235908,6802941,MSFT,Technology
2005-02-21,216.50639195561882,218.28307839092056,216.2607514594702,217.00438592542886,7455119,MSFT,Technology
2005-02-22,218.5124970530362,219.78836704176572,217.99783713266933,218.672387402013,9803311,MSFT,Technology
